d,trt,plant,date
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-04-23_14-21-01.564_6363600,LN,J020,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-06-20_09-18-30.038_8040100,LN,J019,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-04-30_15-09-04.905_6637700,LN,J019,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-04-30_15-12-30.732_6637900,HN,J021,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-04-30_16-06-07.149_6640900,HN,J035,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-05-19_11-07-00.651_7329000,HN,J013,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-05-14_18-03-00.609_7171200,LN,J029,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-08-02_06-44-03.798_9104600,HN,J013,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-07-15_11-42-22.451_8493300,HN,J003,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-10_13-14-01.825_7024700,LN,J019,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-06-02_11-04-15.465_7759800,HN,J002,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-05-31_15-56-22.239_7703600,HN,J031,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-06-14_11-38-44.862_7974400,LN,J022,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-04-30_14-11-32.908_6636000,HN,J003,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-06-21_10-17-52.207_8053500,HN,J025,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-06-06_14-42-27.292_7841900,HN,J033,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-05-26_12-24-22.157_7551700,HN,J031,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-05-25_13-03-56.313_7517900,HN,J033,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-06-03_13-27-36.566_7790900,LN,J019,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-07-01_09-01-12.388_8165600,HN,J013,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-07-05_12-24-43.917_8244400,LN,J012,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-05-26_11-06-28.143_7547100,HN,J002,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-07-27_10-56-25.449_8890000,LN,J014,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-05-26_11-24-40.741_7548100,LN,J012,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-04-21_13-40-58.450_6280700,HN,J002,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-05-24_11-19-37.537_7482100,HN,J010,2022-05-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-04-30_15-57-31.718_6640400,LN,J030,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-07-25_07-10-47.398_8816600,LN,J022,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-07-21_12-35-32.903_8679100,HN,J025,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-05-31_15-00-19.333_7701000,HN,J021,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-08-04_06-12-48.526_9186900,HN,J002,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-05-14_12-01-45.756_7167500,LN,J009,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-05-05_18-47-26.855_6834300,HN,J033,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-06-08_15-05-31.182_7876400,HN,J031,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-06-17_08-05-53.808_8008000,HN,J003,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-05-24_11-38-32.276_7483200,LN,J020,2022-05-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-07-27_10-34-07.738_8889100,HN,J006,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-06-10_12-27-22.233_7910800,HN,J026,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-06-23_08-29-49.941_8076100,LN,J015,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-05-03_15-50-42.921_6750200,HN,J005,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-07-29_06-52-10.000_8962300,LN,J015,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-07-27_11-01-30.431_8890200,LN,J016,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-05-21_11-20-50.781_7389800,HN,J011,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-05-26_11-17-47.977_7547700,LN,J008,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-07-03_09-32-36.389_8207700,LN,J022,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-05-26_12-29-31.888_7552000,LN,J034,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-06-15_09-05-07.836_7987700,HN,J023,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-06-29_12-26-57.757_8130100,LN,J007,2022-06-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-06-03_14-26-33.369_7793600,LN,J030,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-07-21_11-03-23.581_8675900,HN,J010,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-05-21_11-45-08.379_7391200,HN,J024,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-05-24_11-16-21.596_7481900,LN,J008,2022-05-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-06-24_07-59-47.766_8086200,HN,J005,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-07-21_12-55-41.389_8680000,LN,J034,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-06-24_08-02-40.679_8086300,HN,J006,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-05-21_11-15-40.548_7389500,LN,J008,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-06-15_10-09-23.934_7990400,LN,J034,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-07-19_11-36-55.663_8609100,LN,J009,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-06-14_10-53-39.474_7972900,LN,J008,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-08-02_07-08-51.295_9105500,LN,J022,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-06-20_10-17-55.379_8042600,LN,J028,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-05-03_17-29-52.186_6754900,LN,J036,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-06-17_08-27-54.281_8008800,HN,J011,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-05-26_11-07-52.452_7547200,HN,J003,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-04-30_15-51-41.061_6640100,HN,J027,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-06-15_08-02-57.228_7985500,HN,J002,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-06-24_09-56-15.486_8090800,LN,J034,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-06-20_08-26-06.069_8038300,HN,J002,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-06-10_11-25-44.670_7908300,HN,J017,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-05-12_12-22-23.742_7094700,HN,J024,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-05-28_09-35-21.973_7593700,HN,J010,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-04-23_14-13-22.201_6363200,LN,J016,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-07-15_12-14-10.868_8494600,LN,J015,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-07-19_11-39-45.579_8609200,HN,J010,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-05-25_13-09-06.064_7518200,LN,J036,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-06-03_13-01-58.381_7790000,HN,J011,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-07-27_10-49-17.412_8889700,LN,J012,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-06-24_08-53-10.758_8088200,HN,J024,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-04-21_14-59-19.995_6285600,LN,J034,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-07-25_06-57-17.786_8816100,HN,J017,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-04-27_15-38-14.209_6517900,LN,J036,2022-04-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-05-17_11-45-22.340_7267400,HN,J024,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-07-03_09-15-43.866_8207000,LN,J015,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-07-10_21-49-59.567_8366100,HN,J013,2022-07-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-06-03_14-20-56.298_7793400,LN,J028,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-05-07_12-58-23.467_6910300,LN,J015,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-07-19_11-50-43.098_8609600,HN,J013,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-06-17_09-49-34.628_8012200,LN,J028,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-06-24_08-39-03.508_8087700,LN,J019,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-07-09_12-26-28.004_8337900,HN,J035,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-05-28_10-09-08.378_7595100,HN,J023,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-06-14_10-50-46.289_7972800,LN,J007,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-07-03_09-10-35.238_8206800,HN,J013,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-08-02_08-14-13.091_9107500,HN,J026,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-06-10_11-45-24.691_7909000,HN,J024,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-05-17_11-14-08.353_7265600,LN,J007,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-05-07_12-50-46.632_6909900,LN,J012,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-07-09_13-48-42.565_8340400,LN,J020,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-06-13_12-49-57.034_7959900,LN,J029,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-07-15_12-00-11.831_8494000,HN,J010,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-05-31_14-41-02.765_7700200,HN,J013,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-07-19_11-44-44.001_8609400,LN,J012,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-06-24_09-42-49.456_8090300,LN,J029,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-04-30_15-48-57.724_6640000,HN,J026,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-05-03_15-44-02.979_6750000,HN,J003,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-05-03_16-14-49.768_6751600,HN,J018,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-07-21_11-32-54.805_8677100,HN,J021,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-06-22_09-44-39.360_8067800,LN,J028,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-07_13-06-30.748_6910700,LN,J019,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-07-27_10-25-42.967_8888800,HN,J003,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-05-19_10-52-30.244_7328200,HN,J006,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-06-03_13-41-39.279_7791400,HN,J024,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-06-10_10-59-18.901_7907400,LN,J009,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-05-07_12-47-20.628_6909700,HN,J010,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-06-14_10-49-10.173_7972700,HN,J006,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-07-03_08-50-44.736_8206100,LN,J007,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-05-21_11-08-43.063_7389100,LN,J004,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-06-10_11-22-57.284_7908200,LN,J016,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-06-10_12-31-38.645_7911000,LN,J028,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-07-25_07-07-57.472_8816500,HN,J021,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-07-19_13-38-40.792_8613400,HN,J035,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-07-25_08-16-10.284_8818700,HN,J027,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-04-23_14-15-16.470_6363300,HN,J017,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-07-13_13-31-16.123_8432100,LN,J008,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-04-23_14-11-26.924_6363100,LN,J015,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-05-05_16-48-51.255_6829500,HN,J002,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-07-21_11-13-42.755_8676300,HN,J013,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-07-21_11-15-37.441_8676400,LN,J014,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-05-19_12-08-27.743_7332300,LN,J030,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-05-25_13-55-18.924_7520000,HN,J026,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-06-06_14-31-08.684_7841500,LN,J029,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-05-21_11-39-58.185_7390900,HN,J021,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-05-14_17-55-00.271_7170800,HN,J025,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-04-23_13-48-51.185_6361900,LN,J004,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-05-05_18-53-36.052_6834600,LN,J036,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-07-10_22-15-09.039_8367100,HN,J023,2022-07-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-06-14_11-13-26.278_7973500,HN,J013,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-05-17_11-08-55.329_7265300,LN,J004,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-06-06_12-58-23.785_7837800,LN,J009,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-05-24_11-40-15.462_7483300,HN,J021,2022-05-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-06-29_15-03-57.730_8133900,LN,J009,2022-06-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-05-10_13-54-14.497_7027000,HN,J026,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-06-10_11-36-58.745_7908700,HN,J021,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-05-19_12-06-44.199_7332200,LN,J029,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-04-28_14-49-34.156_6566500,LN,J030,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-05-17_12-29-12.081_7269900,HN,J033,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-05-14_11-58-03.378_7167300,LN,J007,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-05-19_11-10-42.155_7329200,LN,J015,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-07-29_08-15-13.843_8964900,HN,J025,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-04-26_15-17-10.601_6483200,HN,J013,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-06-24_08-30-14.959_8087300,LN,J015,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-05-28_11-02-46.737_7597200,HN,J027,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-04-23_15-03-04.433_6366000,LN,J028,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-05-21_11-29-27.290_7390300,LN,J015,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-07-09_13-33-38.318_8339800,LN,J014,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-07-10_22-18-17.104_8367200,HN,J024,2022-07-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-06-16_10-01-20.308_8001400,LN,J032,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-07-25_06-51-40.248_8815900,LN,J015,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-06-24_08-47-33.244_8088000,LN,J022,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-06-14_12-30-02.225_7976600,LN,J028,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-07-19_13-18-51.092_8612600,HN,J027,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-05-10_13-56-48.312_7027100,HN,J027,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-04-26_15-26-44.985_6483700,HN,J018,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-05-17_11-43-38.503_7267300,HN,J023,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-07-13_13-36-17.345_8432300,HN,J010,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-05-07_12-38-44.228_6909200,HN,J005,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-06-13_13-06-52.386_7960500,HN,J035,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-07-01_09-04-03.809_8165700,LN,J014,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-06-08_13-14-39.695_7873000,HN,J013,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-06-13_11-09-49.085_7955900,HN,J006,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-06-24_09-37-06.647_8090100,HN,J027,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-07-01_08-53-03.314_8165400,LN,J012,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-04-23_13-54-11.622_6362200,LN,J007,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-07-21_10-53-18.513_8675500,HN,J006,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-05-24_11-45-24.737_7483600,HN,J024,2022-05-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-05-17_11-34-46.350_7266800,HN,J018,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-06-22_08-04-15.026_8063900,HN,J006,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-07-10_22-13-15.900_8367000,LN,J022,2022-07-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-04-28_13-57-20.977_6563900,LN,J020,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-06-08_12-36-13.841_7871700,LN,J001,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-07-27_12-21-35.996_8893000,LN,J028,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-06-17_08-42-57.674_8009300,LN,J015,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-06-17_08-08-48.828_8008100,LN,J004,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-06-10_12-25-26.414_7910700,HN,J025,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-05-12_13-04-50.645_7097100,LN,J032,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-07-19_11-18-33.873_8608400,HN,J002,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-05-03_16-19-59.591_6751900,HN,J021,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-06-13_11-15-25.465_7956100,LN,J008,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-06-16_08-00-56.713_7996600,LN,J001,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-07-03_09-27-49.568_8207500,LN,J020,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-05-17_11-41-55.611_7267200,LN,J022,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-06-20_09-21-18.752_8040200,LN,J020,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-07-29_06-38-02.264_8961800,HN,J011,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-08-04_08-36-05.078_9192000,LN,J036,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-04-27_15-35-44.879_6517700,LN,J034,2022-04-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-07-09_13-38-10.327_8340000,LN,J016,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-06-08_13-19-27.710_7873200,LN,J015,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-07_12-56-10.738_6910200,LN,J014,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-05-05_18-45-13.558_6834200,LN,J032,2022-05-05
