d,trt,plant,date
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-06-10_10-53-14.625_7907200,LN,J007,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-05-28_09-17-01.733_7593000,HN,J003,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-08-02_08-26-27.177_9108000,HN,J031,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-04-26_15-11-25.821_6482900,HN,J011,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-06-08_12-51-57.389_7872300,LN,J007,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-06-28_14-17-20.561_8117300,LN,J034,2022-06-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-06-20_09-10-03.762_8039800,LN,J016,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-07-25_07-05-03.924_8816400,LN,J020,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-05-05_18-30-06.693_6833500,HN,J025,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-07-25_06-46-01.171_8815700,HN,J013,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-06-16_08-26-27.796_7997600,HN,J011,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-06-08_13-37-19.340_7873900,LN,J022,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-05-28_11-31-17.243_7601800,LN,J036,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-06-03_14-29-21.667_7793700,HN,J031,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-06-16_08-39-28.673_7998000,LN,J014,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-08-02_08-35-10.379_9108300,LN,J034,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-06-13_11-45-06.055_7957200,HN,J018,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-06-23_08-06-56.293_8075300,LN,J008,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-05-12_12-57-54.921_7096700,LN,J028,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-05-26_11-11-56.725_7547400,HN,J005,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-05-25_14-04-11.725_7520500,HN,J031,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-07-15_11-15-51.692_8492700,LN,J036,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-07-25_08-12-13.730_8818500,HN,J025,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-06-03_12-47-56.392_7789500,HN,J006,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-05-03_17-19-32.994_6754300,LN,J030,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-04-28_13-37-23.728_6563000,LN,J012,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-04-26_13-58-02.291_6481200,LN,J030,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-05-14_12-25-51.225_7168900,LN,J022,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-05-17_11-12-25.304_7265500,HN,J006,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-06-14_12-37-48.540_7976900,HN,J031,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-06-08_12-49-07.812_7872200,HN,J006,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-06-13_11-53-31.332_7957500,HN,J021,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-04-23_15-12-14.391_6366500,HN,J033,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-07-03_10-38-06.508_8209900,LN,J028,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-06-20_10-24-14.082_8042900,HN,J031,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-07-15_10-59-56.949_8492000,LN,J029,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-05-03_17-21-16.407_6754400,HN,J031,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-07-13_14-58-51.427_8435800,LN,J028,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-06-08_13-16-58.082_7873100,LN,J014,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-06-14_10-56-27.901_7973000,LN,J009,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-05-05_16-50-16.132_6829600,HN,J003,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-06-02_11-27-29.816_7760700,HN,J011,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-06-02_12-04-48.987_7761900,HN,J023,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-06-13_12-43-51.670_7959600,HN,J026,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-07-13_14-06-53.635_8433500,HN,J021,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-04-23_14-26-46.188_6363900,HN,J023,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-06-10_11-34-10.394_7908600,LN,J020,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-06-15_08-48-15.957_7987100,HN,J017,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-08-02_08-23-37.862_9107900,LN,J030,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-07-09_12-18-51.635_8337600,LN,J032,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-06-21_08-58-29.662_8050400,HN,J011,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-07-13_14-01-48.976_8433300,LN,J019,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-05-31_15-40-13.991_7703000,HN,J025,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-07-15_12-11-59.156_8494500,LN,J014,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-07-11_13-19-00.064_8369900,HN,J031,2022-07-11
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-06-10_12-53-23.451_7911800,LN,J036,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-07-05_13-58-58.922_8247400,HN,J025,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-06-15_10-12-12.399_7990500,HN,J035,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-06-13_13-09-41.062_7960600,LN,J036,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-05_17-18-08.783_6830800,LN,J014,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-04-30_14-30-54.259_6636800,HN,J011,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-05-26_11-37-04.824_7548800,HN,J018,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-05-07_12-54-12.473_6910100,HN,J013,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-05-26_11-16-04.983_7547600,LN,J007,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-06-17_08-44-57.394_8009400,LN,J016,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-05-10_14-02-32.374_7027400,LN,J030,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-07-13_13-51-44.908_8432900,LN,J015,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-06-15_08-26-17.808_7986400,HN,J011,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-04-23_14-19-07.127_6363500,LN,J019,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-04-30_15-10-52.456_6637800,LN,J020,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-07-21_11-06-32.368_8676000,HN,J011,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-07-21_12-42-02.574_8679400,LN,J028,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-06-14_12-25-44.649_7976400,HN,J026,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-06-08_14-59-49.413_7876200,LN,J029,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-05-14_18-18-28.235_7171900,LN,J036,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-05-05_17-39-52.372_6831800,HN,J024,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-04-21_14-20-06.367_6282700,HN,J021,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-26_11-38-48.011_7548900,LN,J019,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-07-27_10-32-12.942_8889000,HN,J005,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-07-01_11-38-31.527_8169100,HN,J026,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-05-03_16-09-40.041_6751300,LN,J015,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-06-06_12-41-26.093_7837200,HN,J003,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-05-14_12-13-47.992_7168200,LN,J015,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-08-02_06-29-06.745_9104000,LN,J008,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-07-09_13-00-06.889_8338700,LN,J004,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-07-19_11-32-07.336_8608900,LN,J007,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-06-24_08-05-44.170_8086400,LN,J007,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-06-22_08-21-10.005_8064500,LN,J012,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-05-12_12-59-41.419_7096800,LN,J029,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-08-04_06-47-07.767_9188200,LN,J014,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-05-05_18-33-47.916_6833700,HN,J027,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-04-28_13-32-57.759_6562800,HN,J010,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-05-31_14-49-42.077_7700600,HN,J017,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-06-24_09-51-29.698_8090600,LN,J032,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-07-10_21-35-00.019_8365600,LN,J009,2022-07-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-07-21_12-53-31.885_8679900,HN,J033,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-06-17_08-19-28.083_8008500,LN,J008,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-06-10_10-56-03.402_7907300,LN,J008,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-06-21_08-35-44.886_8049500,HN,J002,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-05-28_09-24-49.565_7593300,HN,J006,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-05-14_12-03-28.741_7167600,HN,J010,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-07-09_12-10-08.233_8337300,LN,J029,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-06-10_10-47-32.926_7907000,HN,J005,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-05-21_11-06-26.655_7389000,HN,J003,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-04-21_13-47-41.772_6281000,HN,J005,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-06-20_08-50-44.723_8039200,HN,J011,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-05-05_17-31-29.277_6831400,LN,J020,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-06-29_14-44-55.814_8133200,HN,J002,2022-06-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-05-19_10-46-06.015_7327900,HN,J003,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-08-02_06-21-22.305_9103700,HN,J005,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-07-10_21-14-05.565_8364800,LN,J001,2022-07-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-06-15_08-42-01.797_7986900,LN,J015,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-07-21_12-44-10.627_8679500,LN,J029,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-08-04_06-29-09.108_9187500,LN,J008,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-05-14_18-16-52.117_7171800,HN,J035,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-05-25_12-49-19.976_7517100,HN,J025,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-07-13_13-17-02.553_8431500,HN,J002,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-05-14_12-29-18.172_7169100,HN,J024,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-05-05_17-01-36.246_6830000,LN,J007,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-05-19_11-15-52.034_7329500,HN,J018,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-07-13_13-53-43.284_8433000,LN,J016,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-06-22_08-46-41.303_8065400,LN,J020,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-06-02_12-39-29.751_7763700,HN,J025,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-06-10_10-45-32.890_7906900,LN,J004,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-07-15_12-35-48.765_8495500,HN,J024,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-05-03_17-09-55.612_6753800,HN,J025,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-07-29_08-43-11.044_8966000,LN,J036,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-07-19_11-58-21.084_8609900,LN,J016,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-05-05_17-35-26.126_6831600,LN,J022,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-05-07_13-48-26.245_6913000,HN,J026,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-06-17_10-06-36.520_8012900,HN,J035,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-05-25_12-58-45.961_7517600,LN,J030,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-07-15_11-03-05.883_8492100,LN,J030,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-06-16_09-02-34.872_7998900,HN,J023,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-05-07_13-50-59.929_6913100,HN,J027,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-06-10_11-03-48.040_7907600,HN,J011,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-05-26_12-20-55.444_7551500,LN,J029,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-06-08_15-02-42.528_7876300,LN,J030,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-04-28_13-24-06.248_6562400,HN,J006,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-06-23_08-41-40.800_8076500,LN,J019,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-06-13_11-00-51.129_7955500,HN,J002,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-05-03_16-06-13.550_6751100,HN,J013,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-06-14_10-37-55.844_7972200,LN,J001,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-06-02_11-24-40.937_7760600,HN,J010,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-07-09_13-40-10.727_8340100,HN,J017,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-05-12_11-53-53.390_7093100,LN,J009,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-07-25_08-26-14.663_8819100,HN,J031,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-05-05_17-24-48.799_6831100,HN,J017,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-06-13_11-59-09.275_7957700,HN,J023,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-04-23_14-22-56.965_6363700,HN,J021,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-04-30_16-04-24.319_6640800,LN,J034,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-04-21_14-49-57.910_6285100,LN,J029,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-07-05_12-42-17.638_8245000,HN,J017,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-07-19_11-26-59.476_8608700,HN,J005,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-05-03_15-48-56.258_6750100,LN,J004,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-06-23_08-50-21.438_8076800,LN,J022,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-06-02_13-04-02.014_7764600,LN,J034,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-07-13_13-33-09.151_8432200,LN,J009,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-05-03_17-16-03.670_6754100,LN,J028,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-05-05_17-33-27.751_6831500,HN,J021,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-06-15_08-20-40.303_7986200,LN,J009,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-05-10_12-53-23.547_7023500,LN,J008,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-06-14_12-23-48.816_7976300,HN,J025,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-05-07_13-59-36.525_6913500,HN,J031,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-08-02_06-55-23.612_9105000,HN,J017,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-08-04_07-00-56.191_9188700,LN,J019,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-07-21_12-37-31.474_8679200,HN,J026,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-05-31_15-50-45.346_7703400,LN,J029,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-06-23_09-38-54.821_8078900,HN,J027,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-06-23_08-25-27.934_8075900,HN,J013,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-04-28_13-55-08.144_6563800,LN,J019,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-08-02_06-14-52.181_9103500,HN,J003,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-05-17_12-20-33.094_7269400,LN,J028,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-06-17_09-59-43.560_8012600,LN,J032,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-08-02_08-20-43.829_9107800,LN,J029,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-06-23_08-55-07.386_8077000,HN,J024,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-05-21_11-05-02.122_7388900,HN,J002,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-24_11-36-48.903_7483100,LN,J019,2022-05-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-07-19_12-14-06.848_8610500,LN,J022,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-07-15_12-28-22.319_8495200,HN,J021,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-07-03_10-39-59.455_8210000,LN,J029,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-04-30_14-14-29.592_6636200,HN,J005,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-07-29_06-14-54.494_8961000,HN,J003,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-08-04_06-54-56.973_9188500,HN,J017,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-04-21_15-01-15.158_6285700,HN,J035,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-05-03_15-55-53.434_6750500,LN,J008,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-07-25_06-54-28.846_8816000,LN,J016,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-04-21_14-18-11.574_6282600,LN,J020,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-05-28_09-21-56.878_7593200,HN,J005,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-05-31_15-08-43.822_7701300,HN,J024,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-06-10_12-29-44.423_7910900,HN,J027,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-04-23_13-56-06.507_6362300,LN,J008,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-07-15_11-56-18.393_8493800,LN,J008,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-05-28_09-55-43.707_7594600,HN,J018,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-06-22_08-41-04.409_8065200,HN,J018,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-05-21_12-33-44.408_7393900,HN,J035,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-06-24_08-31-54.924_8087400,LN,J016,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-06-06_13-35-23.389_7839100,HN,J021,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-05-28_10-03-27.488_7594900,HN,J021,2022-05-28
